name,online_order,book_table,rate,votes,location,rest_type,cost_for_two_people
Dil Punjabi,True,False,2.6,159,Marathahalli,Quick Bites,300
Mahek of Punjab,True,False,2.7,75,Marathahalli,Quick Bites,400
Punjabi Phulka,True,False,2.8,69,Marathahalli,Quick Bites,500
The Bawarchi,True,False,2.6,346,Marathahalli,Casual Dining,700
American Bites,True,False,2.9,5,Marathahalli,Quick Bites,600
Eat Eroo - Bombay Vada Pav,True,False,4.0,312,Marathahalli,Quick Bites,150
MRA,True,False,3.7,16,"Varthur Main Road, Whitefield","Takeaway, Delivery",200
Damodar Seth,True,False,3.2,155,Marathahalli,Casual Dining,600
Shanmukha,True,False,3.9,1994,Marathahalli,Casual Dining,800
Spicy Punjabi Pharatha,True,False,2.9,76,Marathahalli,Quick Bites,400
Five Star Chicken,True,False,3.4,12,Marathahalli,Quick Bites,300
Ande Ka Funda,True,False,3.3,228,Marathahalli,Quick Bites,250
Satakarni,True,False,3.1,217,Marathahalli,Casual Dining,650
Biryani@Bangalore,False,False,2.9,86,Marathahalli,"Takeaway, Delivery",300
Lassi Corner,True,False,3.3,71,Marathahalli,"Beverage Shop, Quick Bites",250
Hyderabadi Biryani Hub,True,False,3.2,24,Bellandur,Casual Dining,600
Vijayawada Heights,True,False,3.0,7,Whitefield,Casual Dining,600
The Combo House,True,False,3.3,8,Whitefield,Quick Bites,500
Cake Box,True,False,2.9,25,Marathahalli,Bakery,400
Cream Stone,True,False,4.1,519,Marathahalli,Dessert Parlor,500
The Good Bowl,True,False,3.7,22,Marathahalli,"Takeaway, Delivery",500
The Waffcake Legacy,True,False,4.0,174,Marathahalli,Dessert Parlor,350
Nandhana Palace,False,True,4.2,1459,Marathahalli,"Casual Dining, Bar",800
Lassi Corner,True,False,3.8,71,Marathahalli,Quick Bites,200
Sweet Truth,True,False,3.8,23,"ITPL Main Road, Whitefield",Delivery,500
Xtreme Sports Bar,False,True,3.8,53,Marathahalli,Bar,1400
BOX8- Desi Meals,True,False,4.2,571,Brookefield,"Takeaway, Delivery",500
Sizzling Pasto,True,True,4.1,99,Marathahalli,"Casual Dining, Bar",1100
Kaka Da Dhaba,False,False,3.1,16,Marathahalli,Quick Bites,400
Kaati Zone,True,False,3.3,184,Marathahalli,Quick Bites,350
Anjappaar,False,False,3.9,96,Marathahalli,Casual Dining,650
The Paratha Company,True,False,4.2,403,Whitefield,Delivery,400
Enchanted Garden,True,True,4.4,441,Whitefield,"Casual Dining, Cafe",1400
Imperial Restaurant,True,False,3.7,494,Marathahalli,Casual Dining,700
Chatora,True,False,3.4,115,Marathahalli,"Takeaway, Delivery",300
Me And My Cake,False,False,3.5,18,Marathahalli,Bakery,500
Off D' Hook,False,True,3.7,88,Marathahalli,Casual Dining,800
The Yummy Box,True,False,3.8,28,Marathahalli,Quick Bites,200
Firangi Bake,True,False,4.1,49,Marathahalli,Delivery,600
Biryani Pot,False,False,3.2,10,Marathahalli,"Takeaway, Delivery",500
The Dhaba,False,True,2.7,444,Marathahalli,Casual Dining,900
Warm Oven,True,False,3.4,15,Brookefield,Bakery,500
Meghana Foods Grand,True,False,4.2,3367,Marathahalli,Casual Dining,600
Foodism,True,False,4.1,326,Marathahalli,Delivery,300
FreshMenu,True,False,2.8,132,East Bangalore,Delivery,450
HOMMS,True,False,4.5,236,Marathahalli,Quick Bites,300
Chakh Le India,True,False,3.1,93,Marathahalli,Quick Bites,300
Juice Berg,True,False,3.8,49,Brookefield,"Beverage Shop, Quick Bites",300
Burger Bite House,True,False,2.6,39,Kaggadasapura,Quick Bites,400
Kolkata Biriyani,False,False,3.9,412,Marathahalli,Delivery,300
Bhagini,False,False,2.0,259,Marathahalli,Casual Dining,800
Cauvery Hyderabadi Biriyani,False,False,3.8,111,Marathahalli,Casual Dining,600
Amanthrana Gardenia,True,False,3.9,115,Brookefield,Casual Dining,800
M.M.A. Kabab's & Biriyani Center,True,False,3.3,802,Brookefield,Quick Bites,400
Biryani & Kabab Corner,False,False,3.7,32,Marathahalli,Casual Dining,450
Samosa Singh,True,False,4.0,244,Marathahalli,Quick Bites,200
SEAPOT,False,False,3.5,8,Marathahalli,Casual Dining,600
The Early bell,True,False,3.9,195,Whitefield,Quick Bites,300
Bhagini Kitchen And Bar,False,False,3.8,36,Marathahalli,"Casual Dining, Bar",1100
Maria Taste Circle,True,False,3.9,671,Marathahalli,Casual Dining,450
Sher-E-Punjab,True,False,3.4,422,Marathahalli,Quick Bites,400
Punjabi Tasty Khana,True,False,3.1,159,Brookefield,Quick Bites,450
Maa Bhook Lagi,True,False,3.9,907,Whitefield,Delivery,400
Frozen Bite,True,False,3.3,11,Kaggadasapura,Beverage Shop,250
A2B - Adyar Ananda Bhavan,True,False,3.8,38,"Varthur Main Road, Whitefield","Takeaway, Delivery",200
Palos,True,False,3.3,49,Marathahalli,Quick Bites,300
B'Town Cafe & Restaurant,False,False,3.5,8,Marathahalli,Food Court,350
Ashirvad Veg,False,False,3.4,9,Marathahalli,Quick Bites,300
Chatpatlal Sweets & Snacks,True,False,4.2,337,Marathahalli,"Quick Bites, Sweet Shop",200
Night Panda,False,False,3.4,131,Marathahalli,"Takeaway, Delivery",500
Indian Paratha Company,False,False,3.5,28,Marathahalli,Casual Dining,500
Kanti's,False,False,3.8,46,Marathahalli,Quick Bites,300
Sai Foods,False,False,4.1,123,Marathahalli,Quick Bites,200
Royal Biriyani House,True,False,4.0,223,Kaggadasapura,Casual Dining,700
Food Theory,False,False,2.8,48,Marathahalli,"Takeaway, Delivery",500
Fujian Express,True,False,3.8,37,"Varthur Main Road, Whitefield","Takeaway, Delivery",200
Hotel Crossroads,False,False,3.6,87,Marathahalli,Casual Dining,650
California Burrito,False,False,3.8,15,Marathahalli,"Food Court, Quick Bites",400
Le Gateau - The Cake Shop,True,False,4.4,541,Old Airport Road,Delivery,600
Cakes Wagon,True,False,3.4,9,Marathahalli,"Dessert Parlor, Bakery",300
Corner House Ice Cream,True,False,4.5,971,Marathahalli,Dessert Parlor,400
Aditya Sweets,True,False,3.7,24,Whitefield,Sweet Shop,200
Spice Darbar,False,False,3.9,63,Marathahalli,Casual Dining,1000
Shahi Grill,False,False,3.4,4,Marathahalli,Quick Bites,400
Facebake,False,False,4.0,51,Marathahalli,Dessert Parlor,300
Stonelicious,True,False,4.1,287,Marathahalli,Dessert Parlor,300
Indiana Burgers,True,False,3.1,16,Brookefield,Delivery,300
Cold Stone Creamery,True,False,4.3,509,Whitefield,Dessert Parlor,400
1TO3 Kitchen,False,False,3.1,11,Marathahalli,Delivery,800
La Mirch,False,False,3.2,4,Marathahalli,Delivery,400
Eat Well,True,False,3.0,39,Marathahalli,Delivery,400
Pizza Home,False,False,2.9,59,Marathahalli,Cafe,600
Punjab Da Zaika,False,False,3.8,29,Marathahalli,Quick Bites,450
The Eatery Cafe & Restaurant,False,False,3.8,60,Marathahalli,Casual Dining,800
Indulge Cupcakes,False,False,3.8,17,Marathahalli,Bakery,500
Odia By Nature,False,False,3.7,41,Marathahalli,Quick Bites,500
Mojo Pizza - 2X Toppings,True,False,4.2,49,Marathahalli,Delivery,600
Malabar Tasty Restaurant,False,False,3.0,8,Marathahalli,Casual Dining,450
Oye Amritsar,False,False,3.7,25,Marathahalli,Food Court,600
Sree Lakshmi Venkateshwara Andhra Mess,False,False,3.5,17,Marathahalli,Mess,400
Orchard Fresh,False,False,3.4,5,Marathahalli,Dessert Parlor,400
Mast Biryani - Night Express,False,False,3.5,17,East Bangalore,Delivery,500
Utopia,False,False,2.8,59,Marathahalli,Casual Dining,550
Ovenstory Pizza,True,False,4.1,74,Marathahalli,Delivery,800
Biggies Burger 'n' More,True,False,4.1,85,Marathahalli,Cafe,400
TBC - The Breakfast Company,True,False,3.8,27,Marathahalli,Quick Bites,150
Hungry Birds,True,False,3.0,12,Marathahalli,"Takeaway, Delivery",500
"Vishal Sweets, Snacks & Breakfast",False,False,3.6,23,Marathahalli,"Sweet Shop, Quick Bites",250
Andhra Vantillu,False,False,3.3,6,Marathahalli,Quick Bites,350
Mayuri Multicuisine Restaurant,False,False,3.6,12,Marathahalli,Casual Dining,500
New Madhuram,False,False,3.4,7,Marathahalli,Quick Bites,250
McDonald's,True,False,3.3,8,Marathahalli,Quick Bites,500
Office Lunch Box,True,False,3.6,113,Whitefield,Delivery,200
Sweet Chariot,False,False,2.8,34,Marathahalli,"Bakery, Dessert Parlor",500
Indian Chaps House,False,False,3.7,14,Marathahalli,Quick Bites,400
Delice - Novotel,False,False,3.8,33,Marathahalli,"Dessert Parlor, Bakery",800
Amchoor,True,False,3.8,38,Marathahalli,Quick Bites,250
Palar Restaurant,False,False,3.7,20,Marathahalli,Casual Dining,700
Wok With Chung,False,False,3.8,690,Marathahalli,Casual Dining,1000
The Mint Resto Bar,False,True,2.6,62,Marathahalli,"Casual Dining, Bar",1000
Mandya Umesh Nati Style Hotel,False,False,3.4,7,Marathahalli,Quick Bites,350
Biryani Lakhnawi,False,False,3.6,13,Marathahalli,Quick Bites,500
Bengaluru Square,False,False,3.5,25,Marathahalli,Quick Bites,300
Waffle Square,True,False,3.9,34,Marathahalli,"Dessert Parlor, Beverage Shop",300
Sree Saravana Bhavan,False,False,3.2,14,Marathahalli,Quick Bites,400
Ammi's Biryani,False,False,2.1,342,Marathahalli,Quick Bites,500
Prajwal The Restaurant,True,False,3.5,47,Marathahalli,Quick Bites,300
Rayan's Biryani,False,False,3.6,26,Marathahalli,Quick Bites,450
Flavours24,False,False,3.3,16,Marathahalli,Dessert Parlor,250
Coffee Mug Cafe,False,False,3.7,23,Marathahalli,Cafe,400
MK Dabbawala,False,False,3.2,4,Marathahalli,"Takeaway, Delivery",400
Aaha Andhra,False,False,3.4,58,Marathahalli,Casual Dining,900
Chatpata Chaat Station,False,False,3.5,19,Marathahalli,Quick Bites,500
Apple Cafe,False,False,3.3,14,Marathahalli,Quick Bites,300
Just Bake,False,False,3.7,23,Marathahalli,Bakery,400
Onesta,True,True,4.6,2906,Marathahalli,"Casual Dining, Cafe",600
Uma's Home Food,False,False,3.6,15,Marathahalli,Delivery,300
Kichukkhon,False,False,2.9,48,Marathahalli,Quick Bites,250
Home Food Punjabi Dhabha,False,False,3.1,6,Marathahalli,Quick Bites,350
Laziz,False,False,3.9,56,Marathahalli,Quick Bites,300
Andhra Box,False,False,3.2,4,Marathahalli,Quick Bites,400
New Aroma,False,False,3.3,4,Marathahalli,Quick Bites,250
Lord of Combos,False,False,3.3,10,Marathahalli,Delivery,500
Tintin Da Dhaba,False,False,3.4,7,Marathahalli,Casual Dining,500
Balaji Abhiruchi Multicuisine Restaurant,False,False,3.4,27,Marathahalli,Casual Dining,550
Patiala Zone,False,False,3.1,20,Marathahalli,Quick Bites,400
Kerala Mess,False,False,3.2,8,Marathahalli,Mess,300
Rajwadi,False,False,3.6,10,Brookefield,Quick Bites,500
Baba Bhature,True,False,3.7,22,Marathahalli,"Takeaway, Delivery",200
FIFA Cafe,False,False,3.2,4,Marathahalli,Cafe,300
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Delight,False,False,3.2,40,Marathahalli,"Cafe, Quick Bites",400
RICE BAR,False,False,3.0,10,Marathahalli,Delivery,500
Spice Affair,False,False,3.6,28,Marathahalli,Casual Dining,600
Deccan Spice,False,False,3.4,10,Marathahalli,"Takeaway, Delivery",600
Punjabi Tadka,False,False,2.3,203,Marathahalli,Casual Dining,400
Rawalpindi Express,False,False,3.4,4,Marathahalli,Quick Bites,300
Sweet Alley,False,False,3.4,6,Marathahalli,"Takeaway, Delivery",400
Rolls On Wheels,False,False,3.5,56,Marathahalli,Quick Bites,300
Eat Eroo - Bombay Vada Pav,False,False,3.4,7,Marathahalli,"Takeaway, Delivery",200
Indian Highway Restaurant,False,False,3.2,10,Marathahalli,Quick Bites,400
Mandya Naati Style Hotel,False,False,3.3,4,Marathahalli,Quick Bites,300
Pakwan Family Restaurant,False,False,3.4,5,Marathahalli,Quick Bites,400
BBxR,False,False,3.5,11,Marathahalli,Delivery,400
Sultan's Biryani,False,False,3.0,10,Marathahalli,Delivery,700
Sri Krishnar Sweets,False,False,3.3,7,Marathahalli,"Quick Bites, Sweet Shop",150
BBQ King,False,False,3.4,6,Marathahalli,Quick Bites,400
Desi Vibes,False,False,2.9,11,Marathahalli,Food Court,300
Vishwaas Take Away,False,False,3.2,7,Marathahalli,Quick Bites,250
Godhavari,False,False,3.3,4,Marathahalli,Casual Dining,1000
Ambur Hot Dum Biryani,False,False,3.4,7,Marathahalli,Quick Bites,300
Chattorey - The Family Restaurant,False,False,3.4,37,Marathahalli,Quick Bites,400
Kriti Dugar,False,False,3.4,6,Marathahalli,Dessert Parlor,200
Faasos,True,False,3.9,96,Marathahalli,Quick Bites,500
Dunkin' Donuts,True,False,4.0,183,Brookefield,"Quick Bites, Dessert Parlor",550
Brew and Barbeque - A Microbrewery Pub,True,True,4.6,5894,Marathahalli,"Microbrewery, Pub",1400
Al-Bek,True,False,3.7,129,"Varthur Main Road, Whitefield","Takeaway, Delivery",300
Ganesh Bhavan,True,False,4.0,73,Brookefield,Quick Bites,200
Abhiruchi Andhra Mess,True,False,3.2,50,Whitefield,Mess,300
Hongkong Garden,True,False,3.9,308,Kaggadasapura,Casual Dining,500
Punjabi Twist,True,False,4.2,220,Marathahalli,Quick Bites,300
Happy Kitchen,False,False,3.8,78,Marathahalli,Quick Bites,350
Sidewalk - The Garden Bar,True,True,4.4,3004,Marathahalli,"Bar, Casual Dining",1300
Chaat Street,True,False,4.1,221,"Varthur Main Road, Whitefield",Kiosk,250
KFC,True,False,3.9,536,Marathahalli,Quick Bites,450
Beijing Bites,True,False,3.4,25,"Varthur Main Road, Whitefield","Takeaway, Delivery",400
Radha Rani,True,False,3.4,250,Brookefield,Quick Bites,400
Chickpet Donne Biryani House,True,False,3.7,83,Marathahalli,Casual Dining,600
WOW MOMO,False,False,3.4,10,Marathahalli,"Takeaway, Delivery",300
Biryani Mane,True,False,3.6,66,Marathahalli,Quick Bites,600
Noibidya,False,False,3.5,45,Marathahalli,Quick Bites,400
Nizam's Biryani House,True,False,3.9,772,Marathahalli,Casual Dining,1000
Cake Menu,True,False,3.5,30,Marathahalli,Bakery,400
Bombay Kulfi,True,False,3.8,40,Marathahalli,Dessert Parlor,150
Le Charcoal,True,True,4.1,341,Brookefield,Casual Dining,600
Galito's,True,True,4.6,592,Whitefield,Casual Dining,1000
Delhi Walle,True,False,3.9,632,Marathahalli,Quick Bites,300
Lassi Corner,True,False,3.7,143,Marathahalli,Beverage Shop,300
Basmati Bar & Restaurant,True,True,3.8,345,Marathahalli,Casual Dining,800
Davanagere Benne Dosa Hotel,True,False,3.1,19,Kaggadasapura,Quick Bites,150
Crunch Pizzas,False,False,2.8,110,Marathahalli,Quick Bites,600
Nandighosha,True,False,3.6,543,Marathahalli,Quick Bites,400
Coastal Hub,True,True,4.0,364,Whitefield,Casual Dining,700
Raj Donne Biriyani,True,False,3.5,17,Marathahalli,Quick Bites,450
Suryawanshi,True,False,4.1,932,Whitefield,Casual Dining,700
9D Foods,True,False,4.1,461,Marathahalli,Quick Bites,400
Estaa Sweets,True,False,3.4,6,Whitefield,Sweet Shop,300
The Fat Chef,True,True,4.1,1752,Whitefield,Casual Dining,1400
Bloomsbury's Global Kitchen & Bakehouse,True,True,4.5,751,Whitefield,"Cafe, Dessert Parlor",900
The Egg Factory,True,False,4.0,741,Whitefield,Casual Dining,750
AKS Family Dhaba And Restaurant,True,False,3.6,40,Marathahalli,Quick Bites,500
Bahar Cafe,True,True,4.0,914,Marathahalli,Casual Dining,750
Kabab Souq,True,False,3.8,314,Thippasandra,Quick Bites,400
Refresh,True,True,3.2,503,Brookefield,Cafe,500
Sri Udupi Park,True,False,3.7,231,Marathahalli,Casual Dining,500
Mani's Dum Biryani,True,False,4.0,284,Marathahalli,Casual Dining,750
Namma Madurai,True,False,3.0,178,Kaggadasapura,Quick Bites,200
Rayalaseema Chefs,True,True,3.9,231,Marathahalli,Casual Dining,800
Biryani Paradise,True,False,3.8,135,Whitefield,Casual Dining,700
Makers of Milkshakes,True,False,4.0,105,Marathahalli,Beverage Shop,300
Bangaliana,True,False,3.6,131,Marathahalli,Quick Bites,600
Litti House,True,False,3.9,198,Brookefield,Quick Bites,300
Kalla's Restaurant,True,False,3.6,20,Marathahalli,Quick Bites,200
Tim Cafe,True,False,3.6,39,Marathahalli,Cafe,250
Sherlock's Pub,True,True,3.2,271,Brookefield,"Pub, Casual Dining",1500
Float,True,True,4.4,3113,Marathahalli,"Casual Dining, Bar",1500
Leon Grill,True,False,4.1,671,Marathahalli,Quick Bites,450
Koylas,True,False,3.0,11,Brookefield,Quick Bites,400
Lassi Shop,True,False,3.7,14,Marathahalli,Beverage Shop,200
Chefactory Gold by Flechazo,True,False,3.7,354,Whitefield,Casual Dining,700
R R Noodles Express,True,False,3.6,58,Marathahalli,"Takeaway, Delivery",300
Biryani Feast,True,False,2.9,133,Marathahalli,Delivery,600
Chulha Chauki Da Dhaba,True,False,4.1,426,Marathahalli,Casual Dining,1000
Amaravati - Pure Veg Restaurant,True,False,3.5,93,Kaggadasapura,Quick Bites,350
eat.fit,True,False,4.4,1053,Whitefield,Delivery,500
UBQ By Barbeque Nation,True,False,3.2,13,Marathahalli,Delivery,450
Sukhi Bhava,True,False,3.6,22,Marathahalli,Quick Bites,300
Grill Hut,True,False,3.6,83,Kaggadasapura,Quick Bites,350
Akshara,True,False,4.0,136,Marathahalli,Casual Dining,1000
Sri Rajalakshmi Sweets,True,False,3.7,23,Marathahalli,Sweet Shop,300
Foxtrot,True,True,4.4,1184,Marathahalli,"Pub, Casual Dining",1200
Just Shawarma,True,False,3.8,198,Brookefield,Quick Bites,300
BIB-Breakfast in the Box,True,False,3.8,62,Whitefield,Delivery,600
Cupcake Bliss,True,False,3.3,6,Brookefield,Bakery,250
Nagas,True,False,2.9,10,"Varthur Main Road, Whitefield","Takeaway, Delivery",300
Deli Chats and Sweets,True,False,4.1,50,Marathahalli,Quick Bites,200
Estaa Sweets,True,False,3.3,5,Marathahalli,Sweet Shop,300
Mugs N Burgers,True,True,4.0,137,Brookefield,Cafe,600
nu.tree,True,False,4.3,178,Whitefield,"Quick Bites, Beverage Shop",400
Hyderabad Chefs,True,False,4.0,728,Marathahalli,Casual Dining,800
Lion King,True,False,3.8,76,Kaggadasapura,Quick Bites,250
Absolute Shawarma,True,False,3.8,121,Marathahalli,"Takeaway, Delivery",150
Barkaas,True,True,4.2,198,Marathahalli,Casual Dining,1000
Simhapuri Kitchen,True,True,4.0,511,Brookefield,Casual Dining,800
Palak Ande Ka Funda,True,False,3.2,91,Brookefield,Quick Bites,300
Odisha Platter,True,False,3.8,295,Marathahalli,Quick Bites,350
Desi Bites,True,False,3.9,81,Marathahalli,Quick Bites,250
@ Biryani Central,True,False,2.7,135,Marathahalli,Casual Dining,550
Tiffin Inn's,True,False,3.7,24,Marathahalli,Quick Bites,250
Biriyani Zone,True,False,3.9,1624,Whitefield,Casual Dining,800
Park N Eat,True,False,3.7,18,Marathahalli,Quick Bites,300
Cake Dilim,True,False,3.3,7,Kaggadasapura,"Bakery, Quick Bites",400
Longlive Pizza,True,False,3.2,61,Kaggadasapura,"Takeaway, Delivery",400
Cream Factory,True,False,3.9,54,Kaggadasapura,Dessert Parlor,400
Kritunga Restaurant,True,False,3.7,853,Whitefield,Casual Dining,650
Kerala Restaurant,True,False,3.4,66,Whitefield,Quick Bites,450
Real Fresh Dosa Corner,True,False,4.2,264,Brookefield,Quick Bites,200
Tall Blonde French,True,False,3.6,82,Brookefield,Quick Bites,400
Lashiwalla,True,False,2.8,16,Marathahalli,Beverage Shop,100
Momo Mania,True,False,3.8,26,Brookefield,Quick Bites,300
Gowri Gajanand Sweets,True,False,4.0,67,Brookefield,Sweet Shop,300
Sri Sai Bhavan,True,False,3.6,38,Brookefield,Quick Bites,300
Chai Mania,True,False,2.8,67,Marathahalli,Cafe,300
Shake It Off,True,False,4.0,55,Brookefield,Beverage Shop,600
Madhu's Tandoori Kitchen,False,False,3.0,17,Marathahalli,Quick Bites,350
New Tandoori Point,False,False,2.4,58,Marathahalli,Casual Dining,600
East Delicious,True,False,4.0,501,Marathahalli,Casual Dining,600
Rolls Plaza,True,False,3.7,63,Marathahalli,Quick Bites,200
Mirchi Bites- Spice Heaven,True,False,2.7,12,Marathahalli,Casual Dining,650
Habib Shaheb Kolkatta Katti Rolls,True,False,3.3,4,Whitefield,Quick Bites,200
The Belgian Waffle Company,True,False,4.0,50,Brookefield,Dessert Parlor,250
Artinci Artisanal Ice Cream,True,False,4.2,44,Marathahalli,Dessert Parlor,300
Dhaba Estd 1986 Delhi,True,True,4.3,1287,Marathahalli,"Casual Dining, Bar",1100
Suchithra Biryani House,False,False,4.0,395,Marathahalli,Casual Dining,500
Andhra Mess,True,False,2.8,20,Brookefield,Mess,400
Waffle Stories,True,False,3.6,14,Marathahalli,Dessert Parlor,300
Sea Pot,True,False,3.5,11,Marathahalli,Casual Dining,800
Hind Ka Chulah,True,False,3.7,210,Marathahalli,Food Court,600
Ghar Ki Rasoi,True,False,3.7,50,Bellandur,Casual Dining,500
Ramdev Sagar,True,False,3.9,43,Brookefield,Quick Bites,250
Kesar Sweet Shop and Fast Food,False,False,4.1,1143,Brookefield,Quick Bites,500
Breads and Banter,False,True,4.3,72,Brookefield,"Cafe, Bakery",400
Night Diaries,False,False,3.1,16,Whitefield,Quick Bites,300
Salem Kitchen,False,False,3.4,232,Brookefield,Casual Dining,550
Hotel Salala,True,False,3.6,24,Brookefield,Quick Bites,400
Kitchen Of Joy,False,False,3.8,210,Kaggadasapura,Casual Dining,500
Angel Mess,False,False,3.5,17,Kaggadasapura,Quick Bites,200
Chai Darbaar,False,False,3.8,26,Thippasandra,Quick Bites,250
Dodda Mane Donne Biryani,True,True,3.2,21,Brookefield,Quick Bites,400
Treat Kitchen,True,False,3.8,79,Thippasandra,Quick Bites,400
Mou Tushi Family Restaurant,False,False,3.7,28,Brookefield,Quick Bites,300
Hotel Malabar,False,False,3.8,43,Kaggadasapura,Quick Bites,250
Karma Foods,False,False,3.2,7,Brookefield,Quick Bites,250
Udupi Delux,False,False,2.6,142,Brookefield,Casual Dining,400
Rekha Restaurant,False,False,3.6,98,Brookefield,Quick Bites,450
Agraharam Meal,False,False,3.7,61,Kaggadasapura,"Takeaway, Delivery",300
Desi Foodizzz,False,False,3.7,28,Brookefield,Casual Dining,600
Sri Udupi Park,False,False,3.4,13,Brookefield,Quick Bites,300
Midas Touch,False,False,3.2,19,Brookefield,Bakery,300
Mandya Gowdru Hotel,False,False,3.3,5,Brookefield,Quick Bites,200
Venice Kerala Restaurant,False,False,3.7,33,Brookefield,Quick Bites,200
HIGH SKY,False,False,3.3,32,Whitefield,Casual Dining,1000
Skandas Veg Restaurant,False,False,3.2,22,Brookefield,Quick Bites,400
Hyderabad Cuisine,False,False,2.8,70,"Varthur Main Road, Whitefield",Casual Dining,650
Red Chilli,False,False,3.0,18,Brookefield,Fine Dining,600
Om Sweets & Fast Food,False,False,3.4,19,Brookefield,Quick Bites,200
Mast Kalandar,False,False,2.4,229,Brookefield,Casual Dining,450
New Ambur Hot Dum Biryani,False,False,3.1,9,Brookefield,Quick Bites,300
Chatpata,False,False,3.2,4,Brookefield,Food Court,500
Andhra Spices,False,False,3.2,4,Brookefield,Quick Bites,400
Wish Pot,False,False,3.4,8,Whitefield,"Takeaway, Delivery",300
CocoFresh,False,False,3.3,4,Brookefield,Food Court,300
SugarLove,False,False,3.5,9,Kaggadasapura,Delivery,1000
Bon Baker,False,False,3.7,19,Whitefield,Delivery,1000
The Bengal Rasoi,False,False,3.2,5,Kaggadasapura,Delivery,350
North Wale Restaurant,False,False,2.9,115,Brookefield,Casual Dining,800
An Egg Story,False,False,4.1,707,Brookefield,Cafe,600
Nandini Deluxe,False,False,2.8,55,Brookefield,Casual Dining,600
Shri Vishnu Grand,True,False,3.1,142,Marathahalli,Casual Dining,450
Sardar Ka Chullah,False,False,3.3,7,Marathahalli,Food Court,400
Dakshin Spice,True,True,3.8,384,Marathahalli,Casual Dining,800
Moriz Restaurant,True,False,2.8,1878,Brookefield,Casual Dining,750
New Food Magic,True,False,3.7,114,Marathahalli,Quick Bites,400
Ooty Chocolates,True,False,3.6,16,Whitefield,Dessert Parlor,300
Pizza Hut,True,False,2.6,104,Marathahalli,"Food Court, Quick Bites",750
Uma Bhai Restaurant,True,False,3.6,26,Marathahalli,Quick Bites,200
Cafe Petu,True,False,3.8,374,Marathahalli,Quick Bites,300
Juice Berg,False,False,3.8,44,Brookefield,Quick Bites,150
Kolkata Famous Katti Rolls,True,False,3.4,8,Marathahalli,Quick Bites,200
Flavors Restaurant,False,False,2.9,16,Whitefield,Casual Dining,700
Delicious Cakes,False,False,3.1,9,Marathahalli,Dessert Parlor,400
Baskin Robbins,True,False,3.9,52,Brookefield,Dessert Parlor,250
Muscat Restaurant,True,False,3.0,47,Marathahalli,Quick Bites,400
Curries And Pickles,True,False,2.9,16,Kaggadasapura,Quick Bites,350
Amaravati Authentic Andhra Restaurant,True,False,3.0,148,Brookefield,Casual Dining,600
Nanda's,True,False,3.7,198,Marathahalli,Casual Dining,650
Yumlane,True,False,2.9,25,Brookefield,"Takeaway, Delivery",200
Konaseema Kitchen,True,True,3.8,585,Marathahalli,Casual Dining,600
Chatorezz,True,False,3.6,26,Marathahalli,Quick Bites,250
Master Chifoo,True,False,3.9,56,Marathahalli,Casual Dining,800
O2 Juice Bar,True,False,3.6,16,Marathahalli,"Beverage Shop, Quick Bites",200
Parrattha Ssinghh,True,False,4.1,48,Marathahalli,Quick Bites,250
Dhaba Social,True,False,4.0,472,Brookefield,Casual Dining,700
Cream and Fudge,True,False,3.3,14,Brookefield,Dessert Parlor,250
Sudhir Vada Pav & Paratha Center,True,False,3.4,14,Marathahalli,Quick Bites,250
99 Caffe,True,False,3.6,106,Brookefield,Quick Bites,250
New Udupi Upahar,True,False,3.8,41,Marathahalli,Quick Bites,300
WOW! Momo,True,False,3.6,82,Marathahalli,Quick Bites,400
Kabab Magic,True,False,3.0,459,Marathahalli,Casual Dining,500
HomelyDelight,True,False,3.7,39,Brookefield,Quick Bites,300
Cafe Thulp,True,False,3.6,56,"ITPL Main Road, Whitefield",Cafe,1000
Ginger & Garlic,True,False,3.6,92,Brookefield,Quick Bites,350
Zeeshan,True,False,3.6,92,Marathahalli,Quick Bites,700
Chullah Bhatti,True,True,4.0,561,Marathahalli,Casual Dining,900
Best Of Bengal,True,False,3.8,232,Marathahalli,Quick Bites,300
Costa Biryanis,True,False,3.3,12,East Bangalore,Delivery,300
Puchkas,True,False,4.1,685,Marathahalli,Quick Bites,200
Sankranti,True,False,3.6,85,Marathahalli,Casual Dining,600
Coorg Diaries,True,False,3.5,129,Kaggadasapura,Quick Bites,400
Kakaji,True,False,3.7,205,Marathahalli,Quick Bites,350
Delite Chaat House,True,False,3.3,4,Marathahalli,Quick Bites,300
Andhra Ruchulu,True,False,3.5,107,Brookefield,Food Court,500
South House,True,False,4.2,116,Brookefield,Casual Dining,800
Chung Wah,True,False,2.9,30,Marathahalli,Delivery,500
Delicacy,True,False,3.8,219,CV Raman Nagar,Casual Dining,500
Sanjha Chulha,True,True,4.0,157,Marathahalli,Casual Dining,800
Raapchick,True,False,3.7,49,Brookefield,Quick Bites,300
Hyderabad Biryaani House,True,False,3.7,833,Marathahalli,Casual Dining,700
Chinese Street,True,False,3.1,61,Marathahalli,Delivery,650
Swathi Deluxe,True,True,3.9,228,Marathahalli,Casual Dining,750
Baker's Cafe,True,False,3.5,8,Marathahalli,Bakery,200
